id_tweets,sentiment_mistral,prompt
606,negative,1
606,negative,2
606,neutral,3
606,negative,4
606,negative,5
606,negative,6
606,neutral,7
606,negative,8
607,negative,1
607,negative,2
607,negative,3
607,negative,4
607,negative,5
607,negative,6
607,negative,7
607,negative,8
608,neutral,1
608,neutral,2
608,neutral,3
608,neutral,4
608,neutral,5
608,neutral,6
608,neutral,7
608,neutral,8
609,neutral,1
609,positive,2
609,neutral,3
609,neutral,4
609,neutral,5
609,neutral,6
609,neutral,7
609,neutral,8
610,neutral,1
610,neutral,2
610,neutral,3
610,neutral,4
610,neutral,5
610,neutral,6
610,neutral,7
610,neutral,8
611,neutral,1
611,neutral,2
611,negative,3
611,negative,4
611,negative,5
611,negative,6
611,neutral,7
611,negative,8
612,negative,1
612,negative,2
612,negative,3
612,negative,4
612,negative,5
612,negative,6
612,negative,7
612,negative,8
615,neutral,1
615,neutral,2
615,positive,3
615,positive,4
615,positive,5
615,positive,6
615,positive,7
615,positive,8
618,neutral,1
618,neutral,2
618,neutral,3
618,neutral,4
618,neutral,5
618,neutral,6
618,neutral,7
618,neutral,8
620,neutral,1
620,neutral,2
620,neutral,3
620,neutral,4
620,neutral,5
620,neutral,6
620,neutral,7
620,neutral,8
622,neutral,1
622,neutral,2
622,neutral,3
622,neutral,4
622,neutral,5
622,neutral,6
622,positive,7
622,neutral,8
623,neutral,1
623,neutral,2
623,neutral,3
623,negative,4
623,negative,5
623,negative,6
623,neutral,7
623,neutral,8
624,neutral,1
624,neutral,2
624,neutral,3
624,neutral,4
624,neutral,5
624,neutral,6
624,positive,7
624,neutral,8
627,positive,1
627,positive,2
627,positive,3
627,positive,4
627,positive,5
627,positive,6
627,positive,7
627,positive,8
628,neutral,1
628,neutral,2
628,neutral,3
628,neutral,4
628,neutral,5
628,neutral,6
628,neutral,7
628,neutral,8
629,neutral,1
629,positive,2
629,positive,3
629,positive,4
629,positive,5
629,positive,6
629,positive,7
629,positive,8
630,negative,1
630,neutral,2
630,negative,3
630,negative,4
630,negative,5
630,negative,6
630,negative,7
630,negative,8
632,negative,1
632,negative,2
632,negative,3
632,negative,4
632,negative,5
632,negative,6
632,negative,7
632,negative,8
633,neutral,1
633,neutral,2
633,negative,3
633,negative,4
633,negative,5
633,negative,6
633,negative,7
633,neutral,8
637,negative,1
637,neutral,2
637,negative,3
637,negative,4
637,negative,5
637,negative,6
637,neutral,7
637,neutral,8
638,negative,1
638,negative,2
638,negative,3
638,negative,4
638,negative,5
638,negative,6
638,negative,7
638,negative,8
639,neutral,1
639,neutral,2
639,neutral,3
639,neutral,4
639,neutral,5
639,neutral,6
639,neutral,7
639,neutral,8
644,neutral,1
644,neutral,2
644,neutral,3
644,neutral,4
644,neutral,5
644,neutral,6
644,neutral,7
644,neutral,8
645,negative,1
645,negative,2
645,negative,3
645,negative,4
645,negative,5
645,negative,6
645,negative,7
645,negative,8
646,neutral,1
646,neutral,2
646,neutral,3
646,neutral,4
646,neutral,5
646,neutral,6
646,neutral,7
646,neutral,8
647,positive,1
647,positive,2
647,positive,3
647,positive,4
647,positive,5
647,positive,6
647,positive,7
647,positive,8
650,neutral,1
650,neutral,2
650,neutral,3
650,neutral,4
650,negative,5
650,negative,6
650,positive,7
650,negative,8
651,neutral,1
651,neutral,2
651,neutral,3
651,neutral,4
651,neutral,5
651,neutral,6
651,neutral,7
651,neutral,8
653,neutral,1
653,neutral,2
653,neutral,3
653,neutral,4
653,neutral,5
653,neutral,6
653,neutral,7
653,neutral,8
654,neutral,1
654,neutral,2
654,neutral,3
654,neutral,4
654,neutral,5
654,neutral,6
654,neutral,7
654,neutral,8
655,neutral,1
655,neutral,2
655,neutral,3
655,neutral,4
655,neutral,5
655,neutral,6
655,neutral,7
655,neutral,8
660,neutral,1
660,neutral,2
660,neutral,3
660,neutral,4
660,neutral,5
660,neutral,6
660,positive,7
660,neutral,8
664,negative,1
664,neutral,2
664,negative,3
664,negative,4
664,negative,5
664,negative,6
664,negative,7
664,negative,8
665,neutral,1
665,neutral,2
665,neutral,3
665,neutral,4
665,positive,5
665,positive,6
665,positive,7
665,positive,8
667,positive,1
667,positive,2
667,positive,3
667,positive,4
667,positive,5
667,positive,6
667,positive,7
667,positive,8
669,neutral,1
669,neutral,2
669,neutral,3
669,neutral,4
669,neutral,5
669,neutral,6
669,positive,7
669,neutral,8
670,neutral,1
670,neutral,2
670,neutral,3
670,neutral,4
670,neutral,5
670,neutral,6
670,neutral,7
670,neutral,8
671,neutral,1
671,neutral,2
671,neutral,3
671,neutral,4
671,neutral,5
671,neutral,6
671,neutral,7
671,neutral,8
672,neutral,1
672,neutral,2
672,neutral,3
672,positive,4
672,positive,5
672,positive,6
672,positive,7
672,neutral,8
674,neutral,1
674,neutral,2
674,neutral,3
674,negative,4
674,negative,5
674,negative,6
674,neutral,7
674,negative,8
675,neutral,1
675,neutral,2
675,neutral,3
675,neutral,4
675,positive,5
675,positive,6
675,positive,7
675,positive,8
676,negative,1
676,negative,2
676,negative,3
676,negative,4
676,negative,5
676,negative,6
676,negative,7
676,negative,8
678,neutral,1
678,neutral,2
678,neutral,3
678,neutral,4
678,neutral,5
678,neutral,6
678,neutral,7
678,neutral,8
679,neutral,1
679,negative,2
679,neutral,3
679,negative,4
679,negative,5
679,negative,6
679,negative,7
679,negative,8
680,positive,1
680,positive,2
680,positive,3
680,positive,4
680,positive,5
680,positive,6
680,positive,7
680,positive,8
681,neutral,1
681,negative,2
681,neutral,3
681,negative,4
681,negative,5
681,negative,6
681,negative,7
681,neutral,8
682,negative,1
682,negative,2
682,negative,3
682,negative,4
682,negative,5
682,negative,6
682,negative,7
682,negative,8
683,positive,1
683,positive,2
683,positive,3
683,positive,4
683,positive,5
683,positive,6
683,positive,7
683,positive,8
684,neutral,1
684,neutral,2
684,neutral,3
684,neutral,4
684,neutral,5
684,neutral,6
684,neutral,7
684,neutral,8
685,neutral,1
685,neutral,2
685,neutral,3
685,neutral,4
685,negative,5
685,neutral,6
685,neutral,7
685,neutral,8
686,negative,1
686,negative,2
686,negative,3
686,negative,4
686,negative,5
686,negative,6
686,negative,7
686,negative,8
688,neutral,1
688,neutral,2
688,neutral,3
688,neutral,4
688,neutral,5
688,neutral,6
688,neutral,7
688,neutral,8
689,negative,1
689,negative,2
689,negative,3
689,negative,4
689,negative,5
689,negative,6
689,negative,7
689,negative,8
690,negative,1
690,negative,2
690,negative,3
690,negative,4
690,negative,5
690,negative,6
690,negative,7
690,negative,8
691,neutral,1
691,neutral,2
691,neutral,3
691,neutral,4
691,neutral,5
691,neutral,6
691,positive,7
691,neutral,8
692,neutral,1
692,neutral,2
692,neutral,3
692,neutral,4
692,neutral,5
692,neutral,6
692,neutral,7
692,neutral,8
693,neutral,1
693,positive,2
693,neutral,3
693,positive,4
693,neutral,5
693,positive,6
693,positive,7
693,neutral,8
695,negative,1
695,negative,2
695,negative,3
695,negative,4
695,negative,5
695,negative,6
695,negative,7
695,negative,8
696,neutral,1
696,neutral,2
696,neutral,3
696,neutral,4
696,neutral,5
696,neutral,6
696,neutral,7
696,neutral,8
697,negative,1
697,negative,2
697,negative,3
697,negative,4
697,negative,5
697,negative,6
697,neutral,7
697,negative,8
698,neutral,1
698,neutral,2
698,neutral,3
698,neutral,4
698,neutral,5
698,neutral,6
698,neutral,7
698,neutral,8
699,neutral,1
699,neutral,2
699,positive,3
699,positive,4
699,positive,5
699,positive,6
699,positive,7
699,positive,8
700,neutral,1
700,neutral,2
700,neutral,3
700,negative,4
700,negative,5
700,negative,6
700,neutral,7
700,negative,8
701,neutral,1
701,neutral,2
701,neutral,3
701,neutral,4
701,neutral,5
701,neutral,6
701,neutral,7
701,neutral,8
703,neutral,1
703,neutral,2
703,neutral,3
703,neutral,4
703,neutral,5
703,neutral,6
703,positive,7
703,neutral,8
704,neutral,1
704,neutral,2
704,neutral,3
704,neutral,4
704,neutral,5
704,neutral,6
704,neutral,7
704,neutral,8
706,neutral,1
706,neutral,2
706,negative,3
706,negative,4
706,negative,5
706,negative,6
706,negative,7
706,negative,8
707,negative,1
707,negative,2
707,negative,3
707,negative,4
707,negative,5
707,negative,6
707,negative,7
707,negative,8
708,negative,1
708,negative,2
708,negative,3
708,negative,4
708,negative,5
708,negative,6
708,negative,7
708,negative,8
710,neutral,1
710,neutral,2
710,neutral,3
710,neutral,4
710,neutral,5
710,neutral,6
710,neutral,7
710,neutral,8
711,neutral,1
711,neutral,2
711,neutral,3
711,negative,4
711,negative,5
711,negative,6
711,neutral,7
711,neutral,8
712,neutral,1
712,neutral,2
712,neutral,3
712,neutral,4
712,neutral,5
712,neutral,6
712,neutral,7
712,neutral,8
713,neutral,1
713,neutral,2
713,neutral,3
713,neutral,4
713,neutral,5
713,neutral,6
713,neutral,7
713,neutral,8
715,negative,1
715,negative,2
715,negative,3
715,negative,4
715,negative,5
715,negative,6
715,negative,7
715,negative,8
716,neutral,1
716,neutral,2
716,neutral,3
716,neutral,4
716,negative,5
716,negative,6
716,neutral,7
716,negative,8
717,neutral,1
717,neutral,2
717,neutral,3
717,negative,4
717,neutral,5
717,neutral,6
717,negative,7
717,neutral,8
718,negative,1
718,negative,2
718,negative,3
718,negative,4
718,negative,5
718,negative,6
718,negative,7
718,negative,8
719,neutral,1
719,neutral,2
719,neutral,3
719,neutral,4
719,neutral,5
719,neutral,6
719,neutral,7
719,neutral,8
721,neutral,1
721,neutral,2
721,neutral,3
721,neutral,4
721,neutral,5
721,neutral,6
721,neutral,7
721,neutral,8
722,neutral,1
722,neutral,2
722,neutral,3
722,neutral,4
722,neutral,5
722,neutral,6
722,neutral,7
722,neutral,8
724,neutral,1
724,neutral,2
724,neutral,3
724,neutral,4
724,neutral,5
724,neutral,6
724,positive,7
724,neutral,8
725,neutral,1
725,neutral,2
725,neutral,3
725,negative,4
725,negative,5
725,negative,6
725,neutral,7
725,neutral,8
726,neutral,1
726,neutral,2
726,negative,3
726,negative,4
726,negative,5
726,negative,6
726,neutral,7
726,negative,8
727,neutral,1
727,neutral,2
727,neutral,3
727,neutral,4
727,neutral,5
727,neutral,6
727,neutral,7
727,neutral,8
728,positive,1
728,positive,2
728,positive,3
728,positive,4
728,positive,5
728,positive,6
728,positive,7
728,positive,8
730,neutral,1
730,neutral,2
730,neutral,3
730,positive,4
730,neutral,5
730,neutral,6
730,neutral,7
730,neutral,8
731,negative,1
731,negative,2
731,negative,3
731,negative,4
731,negative,5
731,negative,6
731,negative,7
731,negative,8
733,neutral,1
733,neutral,2
733,neutral,3
733,neutral,4
733,neutral,5
733,neutral,6
733,neutral,7
733,positive,8
734,negative,1
734,negative,2
734,neutral,3
734,negative,4
734,negative,5
734,neutral,6
734,neutral,7
734,neutral,8
735,neutral,1
735,neutral,2
735,neutral,3
735,neutral,4
735,neutral,5
735,neutral,6
735,neutral,7
735,neutral,8
736,neutral,1
736,positive,2
736,neutral,3
736,neutral,4
736,neutral,5
736,neutral,6
736,neutral,7
736,neutral,8
737,neutral,1
737,neutral,2
737,neutral,3
737,neutral,4
737,neutral,5
737,neutral,6
737,neutral,7
737,neutral,8
738,neutral,1
738,neutral,2
738,neutral,3
738,neutral,4
738,neutral,5
738,neutral,6
738,neutral,7
738,neutral,8
740,neutral,1
740,negative,2
740,negative,3
740,negative,4
740,negative,5
740,negative,6
740,positive,7
740,negative,8
743,neutral,1
743,neutral,2
743,neutral,3
743,neutral,4
743,neutral,5
743,neutral,6
743,neutral,7
743,neutral,8
745,neutral,1
745,neutral,2
745,neutral,3
745,neutral,4
745,neutral,5
745,neutral,6
745,neutral,7
745,neutral,8
746,neutral,1
746,neutral,2
746,neutral,3
746,neutral,4
746,neutral,5
746,neutral,6
746,positive,7
746,neutral,8
748,negative,1
748,neutral,2
748,neutral,3
748,neutral,4
748,neutral,5
748,neutral,6
748,positive,7
748,neutral,8
749,neutral,1
749,neutral,2
749,neutral,3
749,neutral,4
749,neutral,5
749,neutral,6
749,neutral,7
749,neutral,8
750,neutral,1
750,neutral,2
750,neutral,3
750,neutral,4
750,neutral,5
750,neutral,6
750,neutral,7
750,neutral,8
752,negative,1
752,negative,2
752,negative,3
752,negative,4
752,negative,5
752,negative,6
752,negative,7
752,negative,8
753,negative,1
753,negative,2
753,negative,3
753,negative,4
753,negative,5
753,negative,6
753,negative,7
753,negative,8
754,neutral,1
754,positive,2
754,positive,3
754,positive,4
754,positive,5
754,positive,6
754,positive,7
754,positive,8
755,neutral,1
755,neutral,2
755,neutral,3
755,neutral,4
755,neutral,5
755,neutral,6
755,neutral,7
755,neutral,8
757,negative,1
757,negative,2
757,negative,3
757,negative,4
757,negative,5
757,negative,6
757,negative,7
757,negative,8
758,neutral,1
758,neutral,2
758,neutral,3
758,neutral,4
758,neutral,5
758,neutral,6
758,neutral,7
758,neutral,8
762,negative,1
762,negative,2
762,negative,3
762,negative,4
762,negative,5
762,negative,6
762,negative,7
762,negative,8
764,positive,1
764,positive,2
764,neutral,3
764,positive,4
764,positive,5
764,positive,6
764,positive,7
764,neutral,8
765,neutral,1
765,neutral,2
765,neutral,3
765,neutral,4
765,neutral,5
765,neutral,6
765,neutral,7
765,neutral,8
766,neutral,1
766,neutral,2
766,neutral,3
766,neutral,4
766,neutral,5
766,neutral,6
766,neutral,7
766,neutral,8
767,neutral,1
767,neutral,2
767,neutral,3
767,neutral,4
767,neutral,5
767,neutral,6
767,neutral,7
767,neutral,8
769,neutral,1
769,neutral,2
769,neutral,3
769,neutral,4
769,neutral,5
769,neutral,6
769,neutral,7
769,neutral,8
770,neutral,1
770,neutral,2
770,neutral,3
770,neutral,4
770,neutral,5
770,neutral,6
770,neutral,7
770,neutral,8
772,neutral,1
772,neutral,2
772,neutral,3
772,neutral,4
772,neutral,5
772,neutral,6
772,neutral,7
772,neutral,8
774,positive,1
774,positive,2
774,neutral,3
774,neutral,4
774,neutral,5
774,neutral,6
774,neutral,7
774,neutral,8
775,negative,1
775,negative,2
775,negative,3
775,negative,4
775,negative,5
775,negative,6
775,negative,7
775,negative,8
776,neutral,1
776,neutral,2
776,neutral,3
776,neutral,4
776,neutral,5
776,neutral,6
776,neutral,7
776,neutral,8
777,negative,1
777,negative,2
777,negative,3
777,negative,4
777,negative,5
777,negative,6
777,negative,7
777,negative,8
778,neutral,1
778,neutral,2
778,neutral,3
778,neutral,4
778,neutral,5
778,neutral,6
778,neutral,7
778,neutral,8
779,neutral,1
779,neutral,2
779,neutral,3
779,positive,4
779,positive,5
779,positive,6
779,positive,7
779,positive,8
780,neutral,1
780,neutral,2
780,neutral,3
780,neutral,4
780,neutral,5
780,neutral,6
780,neutral,7
780,neutral,8
782,neutral,1
782,neutral,2
782,neutral,3
782,negative,4
782,negative,5
782,negative,6
782,neutral,7
782,neutral,8
783,neutral,1
783,neutral,2
783,neutral,3
783,neutral,4
783,neutral,5
783,neutral,6
783,neutral,7
783,neutral,8
786,negative,1
786,neutral,2
786,neutral,3
786,neutral,4
786,negative,5
786,negative,6
786,neutral,7
786,neutral,8
787,negative,1
787,negative,2
787,negative,3
787,negative,4
787,negative,5
787,negative,6
787,negative,7
787,negative,8
788,neutral,1
788,neutral,2
788,neutral,3
788,negative,4
788,negative,5
788,negative,6
788,neutral,7
788,negative,8
789,positive,1
789,positive,2
789,neutral,3
789,neutral,4
789,neutral,5
789,neutral,6
789,positive,7
789,positive,8
790,neutral,1
790,neutral,2
790,negative,3
790,negative,4
790,negative,5
790,negative,6
790,neutral,7
790,negative,8
791,positive,1
791,neutral,2
791,neutral,3
791,neutral,4
791,neutral,5
791,neutral,6
791,positive,7
791,neutral,8
793,neutral,1
793,neutral,2
793,neutral,3
793,neutral,4
793,neutral,5
793,neutral,6
793,neutral,7
793,neutral,8
794,neutral,1
794,neutral,2
794,negative,3
794,negative,4
794,negative,5
794,negative,6
794,negative,7
794,negative,8
796,negative,1
796,negative,2
796,neutral,3
796,negative,4
796,negative,5
796,negative,6
796,negative,7
796,negative,8
798,negative,1
798,negative,2
798,negative,3
798,negative,4
798,negative,5
798,negative,6
798,negative,7
798,negative,8
799,positive,1
799,neutral,2
799,neutral,3
799,positive,4
799,positive,5
799,positive,6
799,positive,7
799,positive,8
802,neutral,1
802,neutral,2
802,neutral,3
802,neutral,4
802,negative,5
802,neutral,6
802,positive,7
802,neutral,8
810,neutral,1
810,neutral,2
810,neutral,3
810,neutral,4
810,neutral,5
810,neutral,6
810,neutral,7
810,neutral,8
811,neutral,1
811,positive,2
811,positive,3
811,positive,4
811,positive,5
811,positive,6
811,positive,7
811,positive,8
812,neutral,1
812,neutral,2
812,neutral,3
812,neutral,4
812,neutral,5
812,neutral,6
812,neutral,7
812,neutral,8
813,neutral,1
813,neutral,2
813,neutral,3
813,neutral,4
813,neutral,5
813,neutral,6
813,neutral,7
813,neutral,8
815,neutral,1
815,neutral,2
815,positive,3
815,positive,4
815,positive,5
815,neutral,6
815,positive,7
815,positive,8
816,neutral,1
816,neutral,2
816,negative,3
816,negative,4
816,negative,5
816,negative,6
816,positive,7
816,negative,8
817,neutral,1
817,neutral,2
817,neutral,3
817,neutral,4
817,neutral,5
817,neutral,6
817,neutral,7
817,neutral,8
819,neutral,1
819,neutral,2
819,neutral,3
819,neutral,4
819,neutral,5
819,neutral,6
819,neutral,7
819,neutral,8
820,neutral,1
820,neutral,2
820,neutral,3
820,neutral,4
820,neutral,5
820,neutral,6
820,neutral,7
820,neutral,8
821,neutral,1
821,neutral,2
821,neutral,3
821,neutral,4
821,neutral,5
821,neutral,6
821,neutral,7
821,neutral,8
822,neutral,1
822,neutral,2
822,neutral,3
822,neutral,4
822,neutral,5
822,neutral,6
822,neutral,7
822,neutral,8
823,neutral,1
823,neutral,2
823,negative,3
823,negative,4
823,negative,5
823,negative,6
823,neutral,7
823,negative,8
829,neutral,1
829,neutral,2
829,negative,3
829,negative,4
829,negative,5
829,negative,6
829,negative,7
829,negative,8
830,positive,1
830,positive,2
830,positive,3
830,positive,4
830,positive,5
830,positive,6
830,positive,7
830,positive,8
832,neutral,1
832,neutral,2
832,neutral,3
832,neutral,4
832,neutral,5
832,neutral,6
832,neutral,7
832,neutral,8
834,neutral,1
834,neutral,2
834,neutral,3
834,positive,4
834,neutral,5
834,neutral,6
834,positive,7
834,neutral,8
835,positive,1
835,neutral,2
835,neutral,3
835,neutral,4
835,neutral,5
835,neutral,6
835,positive,7
835,neutral,8
836,negative,1
836,negative,2
836,negative,3
836,negative,4
836,negative,5
836,negative,6
836,negative,7
836,negative,8
837,neutral,1
837,neutral,2
837,neutral,3
837,neutral,4
837,neutral,5
837,neutral,6
837,neutral,7
837,neutral,8
839,neutral,1
839,neutral,2
839,neutral,3
839,neutral,4
839,neutral,5
839,neutral,6
839,neutral,7
839,neutral,8
840,positive,1
840,positive,2
840,positive,3
840,positive,4
840,positive,5
840,positive,6
840,positive,7
840,positive,8
841,neutral,1
841,neutral,2
841,negative,3
841,neutral,4
841,neutral,5
841,neutral,6
841,neutral,7
841,neutral,8
842,negative,1
842,negative,2
842,negative,3
842,negative,4
842,negative,5
842,negative,6
842,positive,7
842,positive,8
843,neutral,1
843,positive,2
843,positive,3
843,positive,4
843,positive,5
843,positive,6
843,positive,7
843,positive,8
844,neutral,1
844,negative,2
844,negative,3
844,negative,4
844,negative,5
844,negative,6
844,negative,7
844,neutral,8
845,negative,1
845,negative,2
845,negative,3
845,negative,4
845,negative,5
845,negative,6
845,negative,7
845,negative,8
846,neutral,1
846,neutral,2
846,neutral,3
846,neutral,4
846,neutral,5
846,neutral,6
846,neutral,7
846,neutral,8
848,positive,1
848,positive,2
848,positive,3
848,positive,4
848,positive,5
848,positive,6
848,positive,7
848,positive,8
849,negative,1
849,negative,2
849,negative,3
849,negative,4
849,negative,5
849,negative,6
849,negative,7
849,negative,8
850,neutral,1
850,neutral,2
850,neutral,3
850,neutral,4
850,neutral,5
850,neutral,6
850,neutral,7
850,neutral,8
852,neutral,1
852,neutral,2
852,neutral,3
852,neutral,4
852,neutral,5
852,neutral,6
852,neutral,7
852,neutral,8
853,negative,1
853,neutral,2
853,neutral,3
853,negative,4
853,negative,5
853,negative,6
853,negative,7
853,negative,8
854,neutral,1
854,neutral,2
854,neutral,3
854,neutral,4
854,negative,5
854,neutral,6
854,neutral,7
854,neutral,8
855,neutral,1
855,neutral,2
855,neutral,3
855,neutral,4
855,neutral,5
855,neutral,6
855,positive,7
855,neutral,8
856,neutral,1
856,neutral,2
856,neutral,3
856,neutral,4
856,neutral,5
856,neutral,6
856,neutral,7
856,neutral,8
858,neutral,1
858,neutral,2
858,neutral,3
858,neutral,4
858,neutral,5
858,neutral,6
858,neutral,7
858,neutral,8
859,positive,1
859,positive,2
859,positive,3
859,positive,4
859,positive,5
859,positive,6
859,positive,7
859,positive,8
860,neutral,1
860,neutral,2
860,neutral,3
860,neutral,4
860,neutral,5
860,neutral,6
860,neutral,7
860,neutral,8
861,neutral,1
861,neutral,2
861,neutral,3
861,neutral,4
861,neutral,5
861,neutral,6
861,neutral,7
861,neutral,8
862,neutral,1
862,neutral,2
862,neutral,3
862,neutral,4
862,positive,5
862,neutral,6
862,positive,7
862,neutral,8
863,neutral,1
863,neutral,2
863,neutral,3
863,neutral,4
863,neutral,5
863,neutral,6
863,neutral,7
863,neutral,8
864,positive,1
864,positive,2
864,positive,3
864,positive,4
864,positive,5
864,positive,6
864,positive,7
864,positive,8
866,negative,1
866,negative,2
866,negative,3
866,negative,4
866,negative,5
866,negative,6
866,negative,7
866,negative,8
867,negative,1
867,neutral,2
867,negative,3
867,negative,4
867,negative,5
867,negative,6
867,negative,7
867,negative,8
868,neutral,1
868,neutral,2
868,neutral,3
868,neutral,4
868,neutral,5
868,neutral,6
868,positive,7
868,neutral,8
869,negative,1
869,negative,2
869,negative,3
869,negative,4
869,negative,5
869,negative,6
869,negative,7
869,negative,8
870,neutral,1
870,neutral,2
870,neutral,3
870,negative,4
870,negative,5
870,negative,6
870,neutral,7
870,negative,8
871,negative,1
871,negative,2
871,negative,3
871,negative,4
871,negative,5
871,negative,6
871,negative,7
871,negative,8
872,neutral,1
872,neutral,2
872,neutral,3
872,neutral,4
872,neutral,5
872,neutral,6
872,neutral,7
872,neutral,8
874,negative,1
874,negative,2
874,negative,3
874,negative,4
874,negative,5
874,negative,6
874,negative,7
874,negative,8
875,neutral,1
875,neutral,2
875,neutral,3
875,negative,4
875,negative,5
875,negative,6
875,neutral,7
875,neutral,8
876,neutral,1
876,neutral,2
876,neutral,3
876,neutral,4
876,neutral,5
876,neutral,6
876,neutral,7
876,neutral,8
877,neutral,1
877,neutral,2
877,neutral,3
877,neutral,4
877,neutral,5
877,neutral,6
877,neutral,7
877,neutral,8
878,negative,1
878,neutral,2
878,neutral,3
878,neutral,4
878,neutral,5
878,neutral,6
878,neutral,7
878,neutral,8
879,neutral,1
879,neutral,2
879,neutral,3
879,neutral,4
879,neutral,5
879,neutral,6
879,neutral,7
879,neutral,8
880,neutral,1
880,neutral,2
880,neutral,3
880,neutral,4
880,neutral,5
880,neutral,6
880,neutral,7
880,neutral,8
881,negative,1
881,negative,2
881,negative,3
881,negative,4
881,negative,5
881,negative,6
881,negative,7
881,negative,8
882,neutral,1
882,neutral,2
882,neutral,3
882,neutral,4
882,neutral,5
882,neutral,6
882,neutral,7
882,neutral,8
883,neutral,1
883,neutral,2
883,neutral,3
883,neutral,4
883,negative,5
883,neutral,6
883,neutral,7
883,neutral,8
884,neutral,1
884,neutral,2
884,neutral,3
884,negative,4
884,negative,5
884,negative,6
884,neutral,7
884,negative,8
885,neutral,1
885,neutral,2
885,neutral,3
885,neutral,4
885,neutral,5
885,neutral,6
885,neutral,7
885,neutral,8
886,negative,1
886,negative,2
886,negative,3
886,negative,4
886,negative,5
886,negative,6
886,negative,7
886,negative,8
887,negative,1
887,negative,2
887,negative,3
887,negative,4
887,negative,5
887,negative,6
887,negative,7
887,negative,8
888,neutral,1
888,neutral,2
888,neutral,3
888,neutral,4
888,neutral,5
888,neutral,6
888,neutral,7
888,neutral,8
889,negative,1
889,negative,2
889,negative,3
889,negative,4
889,negative,5
889,negative,6
889,negative,7
889,positive,8
890,neutral,1
890,neutral,2
890,neutral,3
890,neutral,4
890,neutral,5
890,neutral,6
890,neutral,7
890,neutral,8
891,neutral,1
891,neutral,2
891,neutral,3
891,neutral,4
891,neutral,5
891,neutral,6
891,neutral,7
891,neutral,8
892,neutral,1
892,neutral,2
892,neutral,3
892,neutral,4
892,neutral,5
892,neutral,6
892,neutral,7
892,neutral,8
893,neutral,1
893,neutral,2
893,neutral,3
893,neutral,4
893,neutral,5
893,neutral,6
893,neutral,7
893,neutral,8
894,negative,1
894,negative,2
894,negative,3
894,negative,4
894,negative,5
894,negative,6
894,negative,7
894,negative,8
895,negative,1
895,negative,2
895,negative,3
895,negative,4
895,negative,5
895,negative,6
895,negative,7
895,negative,8
896,positive,1
896,neutral,2
896,positive,3
896,positive,4
896,positive,5
896,neutral,6
896,positive,7
896,positive,8
897,positive,1
897,neutral,2
897,positive,3
897,positive,4
897,neutral,5
897,positive,6
897,positive,7
897,neutral,8
898,neutral,1
898,neutral,2
898,neutral,3
898,neutral,4
898,neutral,5
898,neutral,6
898,neutral,7
898,neutral,8
899,neutral,1
899,neutral,2
899,neutral,3
899,neutral,4
899,neutral,5
899,neutral,6
899,positive,7
899,neutral,8
900,neutral,1
900,neutral,2
900,neutral,3
900,neutral,4
900,neutral,5
900,neutral,6
900,neutral,7
900,neutral,8
901,neutral,1
901,neutral,2
901,positive,3
901,neutral,4
901,neutral,5
901,neutral,6
901,neutral,7
901,neutral,8
903,negative,1
903,neutral,2
903,negative,3
903,negative,4
903,negative,5
903,negative,6
903,neutral,7
903,negative,8
904,neutral,1
904,neutral,2
904,neutral,3
904,neutral,4
904,neutral,5
904,neutral,6
904,neutral,7
904,neutral,8
905,neutral,1
905,neutral,2
905,neutral,3
905,neutral,4
905,neutral,5
905,neutral,6
905,neutral,7
905,neutral,8
906,neutral,1
906,neutral,2
906,neutral,3
906,neutral,4
906,neutral,5
906,neutral,6
906,neutral,7
906,neutral,8
907,neutral,1
907,neutral,2
907,neutral,3
907,neutral,4
907,positive,5
907,positive,6
907,neutral,7
907,neutral,8
908,positive,1
908,neutral,2
908,neutral,3
908,neutral,4
908,neutral,5
908,neutral,6
908,neutral,7
908,neutral,8
912,negative,1
912,negative,2
912,negative,3
912,negative,4
912,negative,5
912,negative,6
912,negative,7
912,negative,8
913,neutral,1
913,positive,2
913,neutral,3
913,neutral,4
913,neutral,5
913,neutral,6
913,neutral,7
913,neutral,8
914,negative,1
914,negative,2
914,negative,3
914,negative,4
914,negative,5
914,negative,6
914,positive,7
914,negative,8
915,positive,1
915,positive,2
915,neutral,3
915,neutral,4
915,neutral,5
915,neutral,6
915,neutral,7
915,neutral,8
916,negative,1
916,negative,2
916,negative,3
916,neutral,4
916,negative,5
916,neutral,6
916,negative,7
916,neutral,8
917,neutral,1
917,neutral,2
917,positive,3
917,neutral,4
917,positive,5
917,positive,6
917,positive,7
917,positive,8
918,neutral,1
918,neutral,2
918,neutral,3
918,neutral,4
918,neutral,5
918,neutral,6
918,neutral,7
918,neutral,8
919,neutral,1
919,neutral,2
919,neutral,3
919,neutral,4
919,neutral,5
919,positive,6
919,positive,7
919,neutral,8
920,neutral,1
920,neutral,2
920,neutral,3
920,neutral,4
920,neutral,5
920,neutral,6
920,positive,7
920,neutral,8
921,neutral,1
921,neutral,2
921,neutral,3
921,positive,4
921,neutral,5
921,neutral,6
921,positive,7
921,neutral,8
922,neutral,1
922,neutral,2
922,neutral,3
922,neutral,4
922,neutral,5
922,neutral,6
922,neutral,7
922,neutral,8
923,neutral,1
923,neutral,2
923,neutral,3
923,neutral,4
923,neutral,5
923,neutral,6
923,neutral,7
923,neutral,8
